date,open,high,low,close,volume,ticker,hl2,rsi,sma_50,sma_100,sma_200,diff_sma50,diff_sma100,diff_sma200,bb_mid,bb_upper,bb_lower,diff_upper_bb,diff_lower_bb,local,local_text,ghl_status,ghl_color,ghl_last_change_date,ghl_days_since_last_change,ghl_last_change_price,ghl_change_percent_from_last_change,rsi_status,rsi_last_change_date,rsi_days_since_last_change,rsi_last_change_price,rsi_change_percent_from_last_change,last_max,fell_from_last_max,sector,industry,price_per_earning,earnings_per_share_basic_ttm,number_of_employees,last_local_min_date,last_local_min_price,days_after_last_local_min,percent_change_from_last_local_min,last_local_max_date,last_local_max_price,days_after_last_local_max,percent_fall_from_last_local_max
2026-01-22,184.7449951171875,186.1699981689453,183.92999267578125,184.83999633789062,132895690.0,NVDA,185.04999542236328,47.51198382640833,184.0501092529297,183.7354765319824,165.24091957092284,0.42916958222254387,0.6011467283053351,11.860910008162762,186.36150054931642,191.99091141492573,180.7320896837071,3.8687054851284097,-2.2224122135742763,,,open,gold,2026-01-02,20.0,188.85000610351562,-2.123383445074911,close,2026-01-08,14.0,185.0399932861328,-0.10808309311431952,207.02847290039062,10.717596595119417,Electronic Technology,Semiconductors,45.781938871551,4.0664,36000.0,2025-11-25,177.8101043701172,58.0,3.9535953216362163,2026-01-05,188.1199951171875,17.0,1.743567331720175
2026-01-22,334.2650146484375,335.2099914550781,328.885009765625,330.8399963378906,19818958.0,GOOG,332.04750061035156,66.66666666666666,312.60856872558594,282.1157583618164,229.7006593322754,5.832030672296962,17.27100898546223,44.030930211354466,323.20850067138673,339.824289580867,306.59271176190646,2.7156006959329737,-7.329006421345785,,,open,gold,2025-06-13,223.0,175.60836791992188,88.39648717010739,close,2026-01-08,14.0,326.010009765625,1.4815454825261254,336.42999267578125,1.6615630174440899,Technology Services,Internet Software/Services,32.63623091188888,10.2254,183323.0,2026-01-21,328.3800048828125,1.0,0.7491294897678191,2026-01-13,336.42999267578125,9.0,1.6615630174440899
2026-01-22,249.1999969482422,251.0,248.17999267578125,248.35000610351562,36743336.0,AAPL,249.58999633789062,11.871532988331438,270.19619842529295,261.1020503234863,234.39857803344728,-8.085307065420322,-4.883931092908633,5.952010539960506,262.7669960021973,280.7811110190079,244.7528809853867,13.058628596117106,-1.4484095146869436,,,close,grey,2026-01-13,9.0,261.04998779296875,-4.864961610159169,open,2026-01-05,17.0,267.260009765625,-7.075508108636452,284.1499938964844,12.598975386925627,Electronic Technology,Telecommunications Equipment,33.294008821203064,7.4879,166000.0,2026-01-20,246.6999969482422,2.0,0.6688322560537419,2026-01-21,247.64999389648438,1.0,-0.2826619116832463
2026-01-22,448.0400085449219,452.8399963378906,444.7349853515625,451.1400146484375,25018425.0,MSFT,448.78749084472656,28.776808560872425,481.6579150390625,497.28696502685546,482.25812606811525,-6.336011396833374,-9.279742608159026,-6.452584153093676,472.9729995727539,500.74151025148984,445.20448889401797,10.994700978077866,-1.315672643014154,maximum,🚀3.23%<br>$452.84,close,blue,2025-11-25,58.0,476.989990234375,-5.419395818607386,open,2026-01-14,8.0,459.3800048828125,-1.793719828201279,541.057373046875,16.618821381563066,Technology Services,Packaged Software,32.09613045055813,14.1135,228000.0,2026-01-21,444.1099853515625,1.0,1.582947812197899,2026-01-22,451.1400146484375,0.0,-0.0
2026-01-22,234.0449981689453,235.72000122070312,230.89999389648438,234.33999633789062,29975909.0,AMZN,233.30999755859375,53.52987153364553,232.54759979248047,229.96689987182617,219.97930015563963,0.7707654463041669,1.9016199585687454,6.528203413725975,236.39249954223632,248.52070725151702,224.26429183295562,6.051340417868523,-4.299609397623705,,,open,gold,2025-12-30,23.0,232.52999877929688,0.7783931398510413,close,2026-01-06,16.0,240.92999267578125,-2.735232863580739,254.0,7.740158922090301,Retail Trade,Internet Retail,33.105416325262055,7.2036,1556000.0,2026-01-21,231.30999755859375,1.0,1.309929882528893,2026-01-12,246.47000122070312,10.0,4.92149341613003
2026-01-22,629.3499755859375,648.22998046875,626.5499877929688,647.6300048828125,21297141.0,META,637.3899841308594,45.687380562971704,638.8766943359375,682.175439453125,676.0804028320313,1.3701095413996,-5.0640103076719285,-4.208138237707082,644.6239990234375,684.649099064452,604.598898982423,5.716086948185484,-6.644396580756928,maximum,🚀8.04%<br>$648.23,close,blue,2025-11-03,80.0,637.1903686523438,1.6383857547232816,open,2026-01-14,8.0,615.52001953125,5.2167247746086165,784.0609130859375,17.40054961624792,Technology Services,Internet Software/Services,28.615424041851874,23.1847,74067.0,2026-01-20,604.1199951171875,2.0,7.2022131558789,2026-01-22,647.6300048828125,0.0,-0.0
2026-01-22,335.3500061035156,336.989990234375,324.8900146484375,325.489990234375,23972158.0,AVGO,330.94000244140625,38.82924121431382,356.4389855957031,350.25628540039065,299.7466700744629,-8.682831175047879,-7.070906704130775,8.588359014469438,344.0550003051758,360.6555693622166,327.45443124813494,10.803889576610338,0.6035334642227941,,,close,grey,2025-12-31,22.0,346.1000061035156,-5.954930801988012,open,2025-12-30,23.0,349.8500061035156,-6.962988550565541,412.18133544921875,21.032331587834406,Electronic Technology,Semiconductors,68.36876155268023,4.9052,33000.0,2025-12-17,325.3973693847656,36.0,0.028463920831467426,2026-01-02,347.6199951171875,20.0,6.36614843612554
2026-01-22,435.1600036621094,449.4599914550781,432.6293029785156,449.3599853515625,68365736.0,TSLA,441.0446472167969,49.853509137269775,442.3198016357422,431.6427005004883,371.67680030822754,1.5916501340851097,4.104618201705046,20.90073552584211,447.81700134277344,483.0008439028437,412.63315878270316,7.486393904201738,-8.173141304543542,maximum,🚀7.67%<br>$449.46,open,gold,2025-05-27,240.0,362.8900146484375,23.828148257784342,open,2026-01-14,8.0,439.20001220703125,2.3132907245325907,488.7300109863281,8.055577670647073,Consumer Durables,Motor Vehicles,300.2539088600829,1.6364,125665.0,2026-01-20,419.25,2.0,7.181868897212285,2026-01-22,449.3599853515625,0.0,-0.0
2026-01-22,1078.52001953125,1095.47998046875,1071.8499755859375,1087.3800048828125,2053930.0,LLY,1083.6649780273438,52.304725886530164,1050.5536047363282,924.7541284179688,842.1480493164063,3.505427993436583,17.585850278176896,29.119815187539455,1070.6160034179688,1108.2481900042992,1032.9838168316385,1.919125331326632,-5.002500304117352,,,open,gold,2025-10-06,108.0,843.810791015625,28.86538267352845,close,2025-12-29,24.0,1078.72998046875,0.8018711420539004,1085.18994140625,-0.2018138385732282,Health Technology,Pharmaceuticals: Major,53.77824596804108,20.2526,47000.0,2026-01-15,1032.969970703125,7.0,5.2673393925141365,2026-01-08,1085.18994140625,14.0,-0.2018138385732282
2026-01-22,119.2750015258789,119.5199966430664,117.65679931640625,117.83000183105469,24515277.0,WMT,118.58839797973633,68.75,111.85397338867188,107.34068214416504,101.86798477172852,5.3427055484361,9.771989032827143,15.669316611195129,115.17049980163574,122.13098766197275,108.21001194129873,3.650161897718407,-8.164295799255905,,,open,gold,2025-04-29,268.0,95.39066314697266,23.52362164576709,close,2026-01-21,1.0,119.36000061035156,-1.2818354318642533,118.70999908447266,0.7413000254441693,Retail Trade,Specialty Stores,41.32935811995791,2.8655,2100000.0,2026-01-21,119.36000061035156,1.0,-1.2818354318642533,2026-01-20,118.70999908447266,2.0,0.7413000254441693
