date,open,low,high,close,volume,ticker,hl2,rsi,sma_50,diff_sma50,sma_100,diff_sma100,sma_200,diff_sma200,bb_lower,bb_upper,diff_upper_bb,diff_lower_bb,local,local_text,ghl_status,ghl_color,ghl_last_change_date,ghl_days_since_last_change,ghl_last_change_price,ghl_change_percent_from_last_change,rsi_status,rsi_last_change_date,rsi_days_since_last_change,rsi_last_change_price,rsi_change_percent_from_last_change,last_max,fell_from_last_max,sector,industry,price_per_earning,earnings_per_share_basic_ttm,number_of_employees,last_local_min_date,last_local_min_price,days_after_last_local_min,percent_change_from_last_local_min,last_local_max_date,last_local_max_price,days_after_last_local_max,percent_fall_from_last_local_max
2025-03-14,211.25,209.5800018310547,213.94000244140625,213.49000549316406,60034237.0,AAPL,211.76000213623047,31.148715872392764,234.92979949951172,-9.126042780448639,236.11219940185546,-9.58112031737468,227.77269981384276,-6.270590958596822,205.4279239610795,229.96007042368615,7.714677271414216,-3.7763273805071496,maximum,🚀2.65%<br>$213.94,close,blue,2025-03-13,1.0,209.67999267578125,1.817060735629683,open,2025-03-12,2.0,216.97999572753906,-1.6084387054543847,259.0199890136719,17.57778760391523,Electronic Technology,Telecommunications Equipment,33.93901819,6.3173,164000.0,2025-03-13,209.67999267578125,1.0,1.817060735629683,2025-03-14,213.49000549316406,0.0,-0.0
2025-03-14,118.62000274658203,118.1500015258789,121.87999725341797,121.66999816894531,274061576.0,NVDA,120.01499938964844,49.322244374233456,129.29639984130858,-5.898386715889615,134.63049942016602,-9.62672002780922,127.63885974884033,-4.676367049690167,103.13399907131237,124.35800227146107,2.2092579460577744,-15.234650593069555,maximum,🚀16.33%<br>$121.88,close,blue,2025-02-04,38.0,118.6500015258789,2.54529844435587,close,2024-10-21,144.0,143.7100067138672,-15.336446674033265,140.13999938964844,13.179678393852933,Electronic Technology,Semiconductors,41.39139309,2.9689,36000.0,2025-03-11,108.76000213623047,3.0,11.870168976775176,2025-03-14,121.66999816894531,0.0,-0.0
2025-03-14,379.9200134277344,379.510009765625,389.7900085449219,388.55999755859375,19749136.0,MSFT,384.65000915527344,42.25319475216812,412.45599975585935,-5.7935882158121395,420.46939971923825,-7.588995104507368,424.1876997375488,-8.399041792347695,375.2806970417926,389.2032995402387,0.16556052750846817,-3.4175675829312913,maximum,🚀3.42%<br>$389.79,close,blue,2025-02-06,36.0,415.82000732421875,-6.555723458580509,close,2024-12-17,87.0,454.4599914550781,-14.500725066135633,449.55999755859375,13.568822922695546,Technology Services,Packaged Software,31.29611134,12.4781,228000.0,2025-03-11,380.45001220703125,3.0,2.131682242435895,2025-03-14,388.55999755859375,0.0,-0.0
2025-03-14,197.38499450683594,195.32009887695312,198.64999389648438,197.9499969482422,36642483.0,AMZN,196.98504638671875,35.88266252688171,221.3966000366211,-10.590317594985931,215.31690002441405,-8.065740810035205,199.38335021972657,-0.7188931622950312,192.535906004901,200.20808813572398,1.140738177466205,-2.73508008426836,,,close,blue,2025-03-13,1.0,193.88999938964844,2.093969555611075,open,2025-03-07,7.0,199.25,-0.6524482066538551,242.05999755859375,18.222755124862864,Retail Trade,Internet Retail,35.84751901,5.6499,1556000.0,2025-03-10,194.5399932861328,4.0,1.752854826664807,2025-03-12,198.88999938964844,2.0,0.47262428693796155
2025-03-14,165.31500244140625,164.50999450683594,168.25,167.6199951171875,18312223.0,GOOG,166.37999725341797,37.49274313691375,187.29700103759765,-10.505777354363632,183.13660125732423,-8.472695263321196,177.05600051879884,-5.329390347665441,164.0306781588721,170.02531549347168,1.434984158424868,-2.1413417628404208,,,close,blue,2025-03-07,7.0,175.75,-4.625891825213369,open,2025-03-03,11.0,168.66000366210938,-0.6166302160205195,207.7100067138672,19.30095339696659,Technology Services,Internet Software/Services,20.83271191,8.1296,183323.0,2025-03-11,165.97999572753906,3.0,0.9880705096176445,2025-03-12,169.0,2.0,0.8165709365754448
2025-03-14,603.02001953125,594.780029296875,608.8599853515625,607.5999755859375,12270140.0,META,601.8200073242188,39.07989632062558,654.6070007324219,-7.180953624677022,621.108900756836,-2.174968858832571,570.2143000793457,6.5564254529199895,584.864837034549,623.7351629654509,2.655560899908438,-3.741793855318032,maximum,🚀3.81%<br>$608.86,close,grey,2025-03-13,1.0,590.6400146484375,2.8714547807254354,close,2025-01-28,45.0,674.3300170898438,-9.895754276502199,736.6699829101562,17.520736600986233,Technology Services,Internet Software/Services,25.39868325,24.6167,74067.0,2025-03-13,590.6400146484375,1.0,2.8714547807254354,2025-03-14,607.5999755859375,0.0,-0.0
2025-03-14,196.1999969482422,193.1999969482422,197.5,195.5399932861328,23794102.0,AVGO,195.3499984741211,44.867239530994595,218.04639892578126,-10.321842392503433,201.95469970703124,-3.176309553679124,181.42118476867677,7.782337291787833,183.39759519117186,198.87039797289063,1.7031833901540727,-6.209675008627535,,,close,grey,2025-03-04,10.0,187.47999572753906,4.299124035775637,close,2024-12-26,78.0,245.36000061035156,-20.30486110217139,250.0,21.784002685546877,Electronic Technology,Semiconductors,94.21798208,2.1503,37000.0,2025-03-06,179.4499969482422,8.0,8.96628398524375,2025-03-12,194.22999572753906,2.0,-0.6744568745351787
2025-03-14,247.30999755859375,240.74000549316406,251.5800018310547,249.97999572753906,99169080.0,TSLA,246.16000366210938,34.409292053344885,351.62119873046873,-28.90644914752184,347.0706994628906,-27.974330269194237,282.6792498779297,-11.567617419570508,217.1611588368648,259.4308333506352,3.7806375648541612,-13.128585267456582,,,close,blue,2025-03-05,9.0,279.1000061035156,-10.433539856382602,open,2025-03-03,11.0,284.6499938964844,-12.179869633706497,440.1300048828125,43.203146126313776,Consumer Durables,Motor Vehicles,122.64141687,2.2285,125665.0,2025-03-11,230.5800018310547,3.0,8.413563076774832,2025-03-12,248.08999633789062,2.0,-0.7618200723717772
2025-03-14,803.1099853515625,800.0,815.2100219726562,813.47998046875,2594091.0,LLY,807.6050109863281,39.296942054485555,830.3787927246094,-2.0350727166829063,819.4005975341797,-0.7225546433876961,855.6637991333008,-4.929952477512622,798.6163207867062,837.7076782367312,2.978278304282367,-1.8271696954950234,maximum,🚀2.49%<br>$815.21,open,gold,2025-02-19,23.0,867.0499877929688,-6.178422014695883,close,2025-02-28,14.0,920.6300048828125,-11.638771693922978,954.1699829101562,14.744752503354896,Health Technology,Pharmaceuticals: Major,70.80450166,11.5141,47000.0,2025-03-13,801.6500244140625,1.0,1.4757008288416307,2025-03-14,813.47998046875,0.0,-0.0
2025-03-14,84.95999908447266,84.05999755859375,85.37000274658203,85.3499984741211,32516859.0,WMT,84.71500015258789,29.881366722732853,95.43500015258789,-10.567403638436856,91.89049995422363,-7.117712367829931,82.36664978027343,3.6220347699053246,83.4269597640698,88.6970392593677,3.9215475630751895,-2.253120965941635,maximum,🚀1.79%<br>$85.37,close,grey,2025-03-12,2.0,85.19999694824219,0.17605813527203917,open,2025-03-12,2.0,85.19999694824219,0.17605813527203917,104.04000091552734,17.964246709860298,Retail Trade,Specialty Stores,35.45760459,2.4172,,2025-03-13,84.5,1.0,1.0059153539894616,2025-03-14,85.3499984741211,0.0,-0.0
